sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
332,bus,5,A,,Contact Active,Boolean,0..1,,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",担当者有効性,担当者が有効か無効かを示すブール値。,BU24-09,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactActive,bus,Accountant_ Contact,contactActive,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactActive
333,bus,5,C,,Contact_ Phone,,0..*,,Contact Phone Number,【担当者電話番号】,担当者の電話番号。,BU24-10,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactPhone,bus,Contact_ Phone,contactPhone,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactPhone
334,bus,6,A,PK,Phone Number,String,0..1,,Phone number referred to in Phone Number Description'\.,電話番号,電話番号用途で示される電話番号。,BU03-01,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactPhone.bus_PhoneNumber,bus,Contact_ Phone,phoneNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactPhone/gl-bus:phoneNumber
335,bus,6,A,,Phone Number Description,String,0..1,,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",BU03-02,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactPhone.bus_PhoneNumberDescription,bus,Contact_ Phone,phoneNumberDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactPhone/gl-bus:phoneNumberDescription
336,bus,5,C,,Contact_ Fax,,0..*,,Contact Fax Number Class,【担当者FAX番号】,担当者のFAX番号の構造体。,BU24-11,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactFax,bus,Contact_ Fax,contactFax,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactFax
337,bus,6,A,PK,Fax Number,String,0..1,,Fax Number,FAX番号,FAX番号。,BU08-01,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactFax.bus_FaxNumber,bus,Contact_ Fax,faxNumber,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactFax/gl-bus:faxNumber
338,bus,6,A,,Fax Number Usage,String,0..1,,"Fax number usage (e.g. orders, head office, IR)",FAX番号用途,FAX番号の用途。(注文、本社、IRなど),BU08-02,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactFax.bus_FaxNumberUsage,bus,Contact_ Fax,faxNumberUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactFax/gl-bus:faxNumberUsage
339,bus,5,C,,Contact_ Email,,0..*,,Contact E-mail address class,【担当者Eメールアドレス】,担当者のEメールアドレスの構造体。,BU24-12,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactEmail,bus,Contact_ Email,contactEmail,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactEmail
340,bus,6,A,PK,Email Address,String,0..1,,Email Address,Eメールアドレス,Eメールアドレス。,BU13-01,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactEmail.bus_EmailAddress,bus,Contact_ Email,emailAddress,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactEmail/gl-bus:emailAddress
341,bus,6,A,,Email Address Usage,String,0..1,,"Email address usage (e.g. orders, head office, IR)",Eメールアドレス用途,Eメールアドレスの用途。(注文、本社、IRなど),BU13-02,$.btx_BusinessTransactions.btx_EntityParty.cor_AssignedAccountant.bus_AccountantContact.bus_ContactEmail.bus_EmailAddressUsage,bus,Contact_ Email,emailAddressUsage,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:assignedAccountant/gl-bus:accountantContact/gl-bus:contactEmail/gl-bus:emailAddressUsage
342,bus,3,C,,Specified_ Reporting Calendar,,0..*,Specified,A tool to collect the periods used to summarise results from transactions.,【報告カレンダー】,取引の結果をまとめるための期間を集めるもの。,CO14-17,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar,bus,Reporting Calendar,specifiedReportingCalendar,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar
343,bus,4,A,PK,Reporting Calendar Code,String,0..1,,"The code used to identify this specific reporting calendar, unique across periods",報告カレンダーコード,この報告カレンダーを識別するコード。複数期間にわたって一意。,BU29-01,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarCode,bus,Reporting Calendar,reportingCalendarCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarCode
344,bus,4,A,,Reporting Calendar Description,String,0..1,,A description of the reporting calendar (associated with the reportingCalendarCode given),報告カレンダー説明,報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。,BU29-02,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarDescription,bus,Reporting Calendar,reportingCalendarDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarDescription
345,bus,4,A,,Reporting Calendar Title,String,0..1,,A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' class,報告カレンダータイトル,報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。,BU29-03,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarTitle,bus,Reporting Calendar,reportingCalendarTitle,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarTitle
346,bus,4,A,,Reporting Calendar Period Type,Token,0..1,,"A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.",期間種別コード,"報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他_x000D_
[設定値のリスト]_x000D_
(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他)",BU29-04,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriodType,bus,Reporting Calendar,reportingCalendarPeriodType,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriodType
347,bus,4,A,,Reporting Calendar Period Type Description,String,0..1,,A description of the type of period involved.,期間種別説明,報告期間の種別の説明。,BU29-05,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriodTypeDescription,bus,Reporting Calendar,reportingCalendarPeriodTypeDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriodTypeDescription
348,bus,4,A,,Reporting Calendar Closed Status,Token,0..1,,"An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""",締状態,"報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中_x000D_
[設定値のリスト]_x000D_
(open：オープン)、(closed：締切り済み)、(pending：保留中)",BU29-06,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarClosedStatus,bus,Reporting Calendar,reportingCalendarClosedStatus,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarClosedStatus
349,bus,4,A,,Reporting Calendar Purpose,Token,0..1,,A description of the accounting set of books involved. Uses enumeration from accounting method purpose.,報告目的,"帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。_x000D_
[設定値のリスト]_x000D_
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",BU29-07,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPurpose,bus,Reporting Calendar,reportingCalendarPurpose,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPurpose
350,bus,4,A,,Reporting Calendar Purpose Description,String,0..1,,Free format description of the reporting purpose,報告目的説明,報告目的の説明。,BU29-08,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPurposeDescription,bus,Reporting Calendar,reportingCalendarPurposeDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPurposeDescription
351,bus,4,C,,Reporting Calendar_ Period,,0..*,,A tool to collect a specific set of periods used to summarize results from transactions.,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,BU29-09,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod,bus,Reporting Calendar_ Period,reportingCalendarPeriod,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriod
352,bus,5,A,PK,Period ID,String,0..1,,An identifier for this period in this calendar,報告期間識別子,このカレンダーにおけるこの期間の識別子。,BU28-01,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodID,bus,Reporting Calendar_ Period,periodId,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodId
353,bus,5,A,,Period Description,String,0..1,,A description of this specific reporting period in this calendar.,期間説明,このカレンダーにおけるこの特定の期間の説明。,BU28-02,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodDescription,bus,Reporting Calendar_ Period,periodDescription,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodDescription
354,bus,5,A,,Period Start Date,Date Time,0..1,,The beginning date/time of a period,期間開始日付,期間の開始日付/時刻,BU28-03,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodStartDate,bus,Reporting Calendar_ Period,periodStartDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodStartDate
355,bus,5,A,,Period End Date,Date Time,0..1,,The ending date/time of a period,期間終了日付,期間の終了日付/時刻,BU28-04,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_PeriodEndDate,bus,Reporting Calendar_ Period,periodEndDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:periodEndDate
356,bus,5,A,,Reporting Calendar_ Period Closed Date,Date Time,0..1,,"The date/time a period has been closed for activity. If this is present with a nill value (xsi:nill=""true"") then the period is not closed.",期間締日付,"この期間の活動が締め切られた日付/時刻。この値がニル値(xsi:nill=""true"")であれば、この期間は、締め切られていない。",BU28-05,$.btx_BusinessTransactions.btx_EntityParty.cor_SpecifiedReportingCalendar.bus_ReportingCalendarPeriod.bus_ReportingCalendarPeriodClosedDate,bus,Reporting Calendar_ Period,reportingCalendarPeriodClosedDate,/xbrli:xbrl/gl-btx:businessTransactions/gl-cor:entityParty/gl-bus:specifiedReportingCalendar/gl-bus:reportingCalendarPeriod/gl-bus:reportingCalendarPeriodClosedDate
357,btx,2,C,,Transaction_ Header,,0..*,,Parent class grouping transaction document header records.,【取引ヘッダ】,取引文書のヘッダ・レコードをまとめて保持する親クラス。,BT09-03,$.btx_BusinessTransactions.btx_TransactionHeader,btx,Transaction_ Header,transactionHeader,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader
358,btx,3,A,,Date Posted,Date Time,0..1,,Date this entry was posted (validated) to the general ledger. May not represent the date of accounting significance which is represented by 'postingDate'.,転記済日付,この仕訳が総勘定元帳に転記された(検証された)日付。 postingDateで示されるような会計上意味のある日付を表さないかもしれない。,BT11-01,$.btx_BusinessTransactions.btx_TransactionHeader.btx_DatePosted,btx,Transaction_ Header,datePosted,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:datePosted
359,btx,3,A,,Creator,String,0..1,,Initials/name of operator originally entering.,仕訳作成者,最初に入力したオペレータのイニシャル/名前。,BT11-02,$.btx_BusinessTransactions.btx_TransactionHeader.btx_Creator,btx,Transaction_ Header,creator,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:creator
360,btx,3,A,,Last Modifier,String,0..1,,Identification for the last person modifying this entry before posting.,仕訳最終更新者,転記前に最後にこの仕訳を修正した者の識別子。,BT11-03,$.btx_BusinessTransactions.btx_TransactionHeader.btx_LastModifier,btx,Transaction_ Header,lastModifier,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:lastModifier
361,btx,3,A,,Responsible Person,String,0..1,,Identifier of person who created or originated or is otherwise responsible for the entry.,責任者,仕訳を作成したか、仕訳に責任を持つ者の識別子。,BT11-04,$.btx_BusinessTransactions.btx_TransactionHeader.btx_ResponsiblePerson,btx,Transaction_ Header,responsiblePerson,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:responsiblePerson
362,btx,3,A,,Posting Code,String,0..1,,"Code for posting to period, e.g., period 1-13, based on codes in an accounting period file. We do not recommend that software vendors export here, but suggest providing period end numbers for the buckets. Possibilities W1 through W53, M1 through M13, Q1-Q4. Developers and others creating output files are encouraged to supply an actual end date.",転記コード,転記の期間を表すコード。例えば、会計期間ファイルのコードにもとづく期間１～１３。ソフトウエアベンダーが、この値をエクスポートすることは推奨しない。期間の最終番号を提供することを勧める。可能な値としては、W1からW53、M1からM13、Q1からQ4など。開発者や出力ファイルの作成者には、実際の終了日付を提供することを勧める。,BT11-05,$.btx_BusinessTransactions.btx_TransactionHeader.btx_PostingCode,btx,Transaction_ Header,postingCode,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:postingCode
363,btx,3,A,,Number of Entries,Integer,0..1,,The total number of entries.,仕訳総数,仕訳の総数。,BT11-06,$.btx_BusinessTransactions.btx_TransactionHeader.btx_NumberofEntries,btx,Transaction_ Header,numberOfEntries,/xbrli:xbrl/gl-btx:businessTransactions/gl-btx:transactionHeader/gl-btx:numberOfEntries
